date,municipality,nighborhood,zone,age,sex,schooling
2019-07-03 05:22:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,46,MASCULINO,PRIMARIA
2019-07-03 08:32:00,BOGOTÁ D.C.,TURBAY AYALA E-3,URBANA,43,FEMENINO,
2019-07-03 08:44:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,21,FEMENINO,
2019-07-03 14:48:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,MASCULINO,
2019-07-03 18:08:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,42,FEMENINO,
2019-07-03 15:00:00,FACATATIVÁ,LLANO POPULAR,URBANA,20,FEMENINO,SECUNDARIA
2019-07-03 15:00:00,FACATATIVÁ,LLANO POPULAR,URBANA,56,FEMENINO,SECUNDARIA
2019-07-03 00:00:00,FUSAGASUGÁ,TIERRA GRATA,URBANA,10,FEMENINO,
2019-07-03 09:30:00,GACHANCIPÁ,BELEN,URBANA,47,FEMENINO,PRIMARIA
2019-07-03 21:30:00,GIRARDOT,EL TRIUNFO,URBANA,33,FEMENINO,TECNICO
2019-07-03 00:00:00,LA MESA,CENTRO,URBANA,18,FEMENINO,
2019-07-03 00:00:00,LA MESA,CENTRO,URBANA,18,FEMENINO,
2019-07-03 04:00:00,MOSQUERA,EL PORTAL DEL CERRITO,URBANA,30,MASCULINO,PRIMARIA
2019-07-03 09:31:00,MOSQUERA,EL PORTAL DEL CERRITO,URBANA,27,FEMENINO,PRIMARIA
2019-07-03 20:45:00,MOSQUERA,EL PORTAL DEL CERRITO,URBANA,33,FEMENINO,SECUNDARIA
2019-07-03 11:30:00,SIBATÉ,VER.CHUSACA,URBANA,35,FEMENINO,TECNICO
2019-07-03 20:00:00,SOACHA,LOS OLIVOS 2 SECTOR,URBANA,67,FEMENINO,PRIMARIA
2019-07-03 19:00:00,SOACHA,EL MIRADOR DE CORINTO,URBANA,22,FEMENINO,SECUNDARIA
2019-07-03 17:00:00,SOACHA,JUAN PABLO I,URBANA,36,FEMENINO,TECNICO
